ID,ComID,Geogname,Year,Datagroup,Diseases of the Circulatory System,Diseases of the Digestive System,Diseases of the Genitourinary System,Diseases of the Musculoskeletal System,Diseases of the Respiratory System,"Endocrine, Nutritional, and Metabolic",Infectious and Parasitic Diseases,Injury and Poisoning,Mental Disorders,Neoplasms,Total,Circulatory System: Heart Disease,Circulatory System: Major cerebrovascular diseas,Digestive System: esophagus,Digestive System: gall bladder,Digestive System: intestine & peritoneum,Genitourinary System: female genital organs,Genitourinary System: male genital organs,Genitourinary System: urinary system,Respiratory System: asthma,Respiratory System: COPD,Respiratory System: Pneumonia,Neoplasms: Malignant neoplasms,Sub Total,Males,Females,Both Genders
349,cnt1207,Kings County,1998,60 plus,960,282,155,132,299,53,19,195,58,287,2440,14,12,11,12,12,6,6,12,1,12,14,13,125,119,109,228
350,cnt1207,Kings County,1998,All Ages,1353,691,433,261,574,139,56,422,367,447,4743,40,20,33,33,35,21,8,37,1,19,37,35,319,354,316,670
351,cnt1207,Kings County,1999,00-19,2,67,17,39,180,63,23,97,22,5,515,1,0,3,2,5,1,1,7,3,0,10,2,35,58,59,117
352,cnt1207,Kings County,1999,20-39,25,119,129,45,44,16,9,102,152,34,675,9,0,5,4,7,6,1,8,0,3,7,8,58,85,57,142
353,cnt1207,Kings County,1999,40-59,274,179,147,61,49,25,4,97,129,94,1059,13,4,10,10,12,7,4,10,1,6,6,12,95,95,84,179
354,cnt1207,Kings County,1999,60 plus,829,264,136,141,267,58,30,210,77,241,2253,14,12,12,11,12,6,6,12,1,12,12,13,123,119,115,234
355,cnt1207,Kings County,1999,All Ages,1130,629,429,286,540,162,66,506,380,374,4502,37,16,30,27,36,20,12,37,5,21,35,35,311,357,315,672
356,cnt1207,Kings County,2000,00-19,6,59,13,23,166,31,30,73,10,5,416,4,0,3,3,4,2,2,5,2,0,10,2,37,55,59,114
357,cnt1207,Kings County,2000,20-39,23,128,120,52,35,27,10,98,48,26,567,6,1,4,9,7,7,1,9,0,1,7,5,57,76,62,138
358,cnt1207,Kings County,2000,40-59,226,224,141,71,50,32,11,106,59,100,1020,13,8,7,11,11,7,3,10,2,7,8,13,100,103,88,191
359,cnt1207,Kings County,2000,60 plus,815,323,123,128,272,65,16,226,34,240,2242,13,12,11,12,13,6,7,13,0,12,12,14,125,114,112,226
360,cnt1207,Kings County,2000,All Ages,1070,734,397,274,523,155,67,503,151,371,4245,36,21,25,35,35,22,13,37,4,20,37,34,319,348,321,669
361,cnt1206,Lunenburg County,1995,00-19,4,77,24,12,174,20,26,55,30,4,426,1,0,4,2,1,1,1,5,0,1,5,1,22,33,31,64
362,cnt1206,Lunenburg County,1995,20-39,16,129,115,55,40,17,15,61,70,19,537,5,3,6,5,4,3,0,6,0,1,6,3,42,51,41,92
363,cnt1206,Lunenburg County,1995,40-59,218,194,119,50,50,26,8,75,74,140,954,6,5,6,6,6,3,1,6,1,4,4,6,54,55,49,104
364,cnt1206,Lunenburg County,1995,60 plus,741,294,160,138,184,55,27,198,60,295,2152,6,6,6,6,6,3,3,6,4,6,6,6,64,60,59,119
365,cnt1206,Lunenburg County,1995,All Ages,979,694,418,255,448,118,76,389,234,458,4069,18,14,22,19,17,10,5,23,5,12,21,16,182,199,180,379
366,cnt1206,Lunenburg County,1996,00-19,4,40,26,18,164,25,22,59,22,4,384,2,0,2,1,3,1,1,6,0,2,5,0,23,35,32,67
367,cnt1206,Lunenburg County,1996,20-39,22,121,111,23,49,18,7,57,67,29,504,4,1,3,5,5,3,1,6,0,1,5,4,38,46,39,85
368,cnt1206,Lunenburg County,1996,40-59,184,151,98,61,47,34,6,66,77,119,843,6,4,6,6,5,3,2,5,1,3,6,6,53,52,52,104
369,cnt1206,Lunenburg County,1996,60 plus,717,244,122,123,194,38,17,163,59,261,1938,6,6,6,6,6,3,3,6,2,5,6,6,61,57,57,114
370,cnt1206,Lunenburg County,1996,All Ages,927,556,357,225,454,115,52,345,225,413,3669,18,11,17,18,19,10,7,23,3,11,22,16,175,190,180,370
371,cnt1206,Lunenburg County,1997,00-19,5,55,23,21,118,13,25,37,22,2,321,2,0,3,2,3,2,1,4,1,2,5,0,25,36,32,68
372,cnt1206,Lunenburg County,1997,20-39,9,97,75,39,31,10,8,44,52,21,386,2,1,4,5,4,3,1,5,0,1,2,5,33,41,37,78
373,cnt1206,Lunenburg County,1997,40-59,171,157,75,47,36,32,7,61,53,129,768,6,5,5,6,5,3,2,6,0,5,4,6,53,52,52,104
374,cnt1206,Lunenburg County,1997,60 plus,838,258,131,124,186,62,38,183,45,222,2087,6,6,6,6,6,3,3,6,2,6,6,6,62,58,58,116
375,cnt1206,Lunenburg County,1997,All Ages,1023,567,304,231,371,117,78,325,172,374,3562,16,12,18,19,18,11,7,21,3,14,17,17,173,187,179,366
376,cnt1206,Lunenburg County,1998,00-19,6,49,16,21,147,10,31,42,10,4,336,3,1,3,2,2,1,1,5,0,2,6,1,27,34,35,69
377,cnt1206,Lunenburg County,1998,20-39,14,74,71,34,34,7,8,50,49,18,359,2,1,3,2,4,3,2,3,0,0,3,5,28,40,34,74
378,cnt1206,Lunenburg County,1998,40-59,231,141,87,64,46,37,6,61,56,92,821,6,6,6,4,6,3,3,6,1,6,4,6,57,56,48,104
379,cnt1206,Lunenburg County,1998,60 plus,769,265,169,137,186,74,20,225,58,250,2153,6,6,6,6,6,3,3,6,2,6,6,6,62,58,58,116
380,cnt1206,Lunenburg County,1998,All Ages,1020,529,343,256,413,128,65,378,173,364,3669,17,14,18,14,18,10,9,20,3,14,19,18,174,188,175,363
381,cnt1206,Lunenburg County,1999,00-19,2,72,19,20,104,17,28,48,12,4,326,1,0,3,2,4,1,0,4,1,0,6,1,23,33,30,63
382,cnt1206,Lunenburg County,1999,20-39,20,63,67,34,30,16,5,56,48,23,362,5,1,2,5,4,3,2,5,1,0,3,5,36,46,34,80
383,cnt1206,Lunenburg County,1999,40-59,221,145,98,65,33,31,3,67,63,104,830,6,3,6,5,5,3,2,6,1,3,6,6,52,51,49,100
384,cnt1206,Lunenburg County,1999,60 plus,776,279,139,102,215,48,27,186,50,229,2051,6,6,6,6,6,3,3,6,0,6,6,6,60,57,57,114
385,cnt1206,Lunenburg County,1999,All Ages,1019,559,323,221,382,112,63,357,173,360,3569,18,10,17,18,19,10,7,21,3,9,21,18,171,187,170,357
386,cnt1206,Lunenburg County,2000,00-19,2,22,13,11,86,19,21,54,19,5,252,0,1,1,1,2,1,0,6,0,1,6,2,21,31,31,62
387,cnt1206,Lunenburg County,2000,20-39,7,43,61,31,23,16,3,42,35,13,274,1,3,4,3,5,3,0,4,0,0,3,3,29,41,35,76
388,cnt1206,Lunenburg County,2000,40-59,214,131,104,44,31,26,8,83,46,109,796,6,5,6,5,5,3,2,6,0,4,4,6,52,48,50,98
389,cnt1206,Lunenburg County,2000,60 plus,717,217,127,126,185,51,13,187,46,227,1896,6,6,6,5,6,3,3,6,1,6,6,6,60,57,55,112
390,cnt1206,Lunenburg County,2000,All Ages,940,413,305,212,325,112,45,366,146,354,3218,13,15,17,14,18,10,5,22,1,11,19,17,162,177,171,348
391,cnt1212,Pictou County,1995,00-19,7,99,25,28,204,12,33,100,60,11,579,3,0,7,5,4,3,2,7,0,4,9,3,47,67,69,136
392,cnt1212,Pictou County,1995,20-39,37,155,119,42,64,32,21,100,159,27,756,9,0,5,11,8,7,3,11,0,1,7,6,68,92,79,171
393,cnt1212,Pictou County,1995,40-59,295,244,119,72,59,28,12,97,139,115,1180,14,7,10,13,13,7,3,9,0,6,11,12,105,113,99,212
394,cnt1212,Pictou County,1995,60 plus,1006,357,205,125,243,60,30,216,67,258,2567,14,14,11,14,13,6,7,13,2,12,14,14,134,122,125,247
395,cnt1212,Pictou County,1995,All Ages,1345,855,468,267,570,132,96,513,425,411,5082,40,21,33,43,38,23,15,40,2,23,41,35,354,394,372,766
396,cnt1212,Pictou County,1996,00-19,3,77,33,19,175,13,46,72,58,10,506,2,0,4,3,8,3,2,11,5,3,13,3,57,68,75,143
397,cnt1212,Pictou County,1996,20-39,31,175,114,48,50,19,13,90,177,28,745,6,2,6,10,9,7,1,12,1,4,3,5,66,91,70,161
398,cnt1212,Pictou County,1996,40-59,235,214,121,66,59,19,11,103,154,100,1082,14,9,5,12,11,7,5,13,1,5,12,12,106,108,107,215
399,cnt1212,Pictou County,1996,60 plus,941,337,201,120,307,57,31,257,74,236,2561,14,14,13,14,12,5,7,14,5,13,14,14,139,125,118,243
400,cnt1212,Pictou County,1996,All Ages,1210,803,469,253,591,108,101,522,463,374,4894,36,25,28,39,40,22,15,50,12,25,42,34,368,392,370,762
401,cnt1212,Pictou County,1997,00-19,9,97,39,26,187,4,51,65,52,8,538,3,1,5,3,5,4,1,12,0,3,13,2,52,71,68,139
402,cnt1212,Pictou County,1997,20-39,25,149,113,40,40,23,9,94,164,26,683,7,0,5,8,9,7,4,9,0,0,7,8,64,87,72,159
403,cnt1212,Pictou County,1997,40-59,234,262,114,67,64,30,13,107,168,105,1164,14,6,10,14,14,7,5,12,3,9,11,14,119,111,109,220
404,cnt1212,Pictou County,1997,60 plus,953,365,196,151,307,79,33,256,71,253,2664,14,13,13,12,14,6,7,14,6,14,14,13,140,127,131,258
405,cnt1212,Pictou County,1997,All Ages,1221,873,462,284,598,136,106,522,455,392,5049,38,20,33,37,42,24,17,47,9,26,45,37,375,396,380,776
406,cnt1212,Pictou County,1998,00-19,3,89,27,20,207,16,28,78,45,10,523,1,0,8,3,6,3,3,9,0,5,11,2,51,68,67,135
407,cnt1212,Pictou County,1998,20-39,38,163,118,27,60,23,11,92,135,24,691,10,0,5,11,8,7,2,11,0,1,8,6,69,88,77,165
408,cnt1212,Pictou County,1998,40-59,238,277,123,62,60,23,9,96,153,110,1151,14,8,9,13,12,7,7,13,0,7,10,11,111,108,109,217
409,cnt1212,Pictou County,1998,60 plus,870,345,214,121,273,67,34,247,106,258,2535,14,13,13,13,12,6,7,12,5,13,14,14,136,128,126,254
410,cnt1212,Pictou County,1998,All Ages,1149,874,482,230,600,129,82,513,439,402,4900,39,21,35,40,38,23,19,45,5,26,43,33,367,392,379,771
411,cnt1212,Pictou County,1999,00-19,4,103,28,40,158,26,28,83,29,4,503,1,0,2,2,7,5,0,10,0,2,12,1,42,72,59,131
412,cnt1212,Pictou County,1999,20-39,32,164,109,43,55,26,4,91,87,20,631,7,2,7,11,9,7,0,11,0,0,6,6,66,89,66,155
413,cnt1212,Pictou County,1999,40-59,212,236,112,61,60,22,10,121,135,132,1101,12,7,9,13,13,6,5,9,0,7,10,14,105,105,105,210
414,cnt1212,Pictou County,1999,60 plus,800,377,197,132,320,72,33,228,72,263,2494,14,13,14,14,13,6,7,12,2,14,14,14,137,128,129,257
415,cnt1212,Pictou County,1999,All Ages,1048,880,446,276,593,146,75,523,323,419,4729,34,22,32,40,42,24,12,42,2,23,42,35,350,394,359,753
416,cnt1212,Pictou County,2000,00-19,2,86,29,34,116,28,30,63,54,7,449,2,0,2,7,4,4,3,10,0,5,12,2,51,67,66,133
417,cnt1212,Pictou County,2000,20-39,27,138,105,44,30,29,12,95,111,24,615,7,3,4,11,9,7,2,9,0,1,5,6,64,98,69,167
418,cnt1212,Pictou County,2000,40-59,250,240,142,68,68,35,13,113,125,128,1182,14,8,10,13,13,7,5,13,0,8,11,13,115,113,110,223
419,cnt1212,Pictou County,2000,60 plus,755,330,197,176,290,51,21,213,62,212,2307,14,12,11,13,12,7,7,13,2,13,14,14,132,118,122,240
420,cnt1212,Pictou County,2000,All Ages,1034,794,473,322,504,143,76,484,352,371,4553,37,23,27,44,38,25,17,45,2,27,42,35,362,396,367,763
421,cnt1204,Queens County,1995,00-19,2,22,1,9,47,7,11,26,5,1,131,2,0,1,1,2,1,0,0,0,1,2,1,11,12,13,25
422,cnt1204,Queens County,1995,20-39,3,24,22,10,17,7,3,23,15,6,130,0,1,1,2,1,1,0,2,0,0,2,1,11,15,13,28
423,cnt1204,Queens County,1995,40-59,86,45,26,22,14,19,5,35,25,39,316,2,2,2,2,2,1,1,2,0,2,2,2,20,18,19,37
424,cnt1204,Queens County,1995,60 plus,279,92,46,48,121,33,15,82,24,136,876,2,2,2,2,2,1,1,2,2,2,2,2,22,20,20,40
425,cnt1204,Queens County,1995,All Ages,370,183,95,89,199,66,34,166,69,182,1453,6,5,6,7,7,4,2,6,2,5,8,6,64,65,65,130
426,cnt1204,Queens County,1996,00-19,5,9,3,4,68,15,9,19,13,,145,1,0,0,2,2,0,1,2,0,1,2,0,11,13,14,27
427,cnt1204,Queens County,1996,20-39,8,27,26,9,11,6,7,30,12,3,139,1,0,2,2,2,1,0,2,1,1,1,1,14,18,13,31
428,cnt1204,Queens County,1996,40-59,98,49,27,23,20,6,4,34,22,54,337,2,2,2,2,2,1,1,2,0,1,2,2,19,18,18,36
429,cnt1204,Queens County,1996,60 plus,239,114,50,51,83,38,8,73,48,96,800,2,2,2,2,2,1,1,2,1,2,2,2,21,20,18,38
430,cnt1204,Queens County,1996,All Ages,350,199,106,87,182,65,28,156,95,153,1421,6,4,6,8,8,3,3,8,2,5,7,5,65,69,63,132
431,cnt1204,Queens County,1997,00-19,1,13,4,2,34,19,14,19,10,1,117,1,0,2,1,1,0,0,2,1,0,2,0,10,12,13,25
432,cnt1204,Queens County,1997,20-39,9,43,30,6,17,4,4,20,17,4,154,2,0,2,2,2,1,0,2,0,0,2,1,14,17,16,33
433,cnt1204,Queens County,1997,40-59,46,49,37,16,24,11,5,32,21,42,283,2,1,2,2,2,1,1,2,1,1,2,2,19,19,18,37
434,cnt1204,Queens County,1997,60 plus,242,113,53,56,93,26,13,89,44,89,818,2,2,2,2,2,1,1,2,2,2,2,2,22,21,20,41
435,cnt1204,Queens County,1997,All Ages,298,218,124,80,168,60,36,160,92,136,1372,7,3,8,7,7,3,2,8,4,3,8,5,65,69,67,136
436,cnt1204,Queens County,1998,00-19,1,18,4,7,43,11,14,14,4,2,118,0,0,2,0,1,0,0,1,0,0,2,0,6,12,10,22
437,cnt1204,Queens County,1998,20-39,6,38,30,15,16,4,3,22,14,5,153,2,1,2,2,2,1,1,2,0,0,2,1,16,18,13,31
438,cnt1204,Queens County,1998,40-59,77,54,24,16,25,11,2,32,28,29,298,2,1,1,1,2,1,1,2,1,2,2,2,18,19,16,35
439,cnt1204,Queens County,1998,60 plus,257,86,63,49,110,25,11,98,22,108,829,2,2,2,2,2,1,1,2,2,2,2,2,22,21,20,41
440,cnt1204,Queens County,1998,All Ages,341,196,121,87,194,51,30,166,68,144,1398,6,4,7,5,7,3,3,7,3,4,8,5,62,70,59,129
441,cnt1204,Queens County,1999,00-19,1,11,6,3,43,9,7,17,3,2,102,1,0,1,1,0,1,1,2,0,0,2,1,10,12,13,25
442,cnt1204,Queens County,1999,20-39,3,30,12,6,11,4,4,11,16,6,103,1,0,1,1,2,1,0,0,0,1,2,2,11,16,11,27
443,cnt1204,Queens County,1999,40-59,71,69,25,24,19,11,5,17,15,30,286,2,1,2,1,2,1,0,2,0,1,2,2,16,18,16,34
444,cnt1204,Queens County,1999,60 plus,266,97,58,61,106,25,4,67,35,118,837,2,2,2,2,2,1,1,2,1,2,2,2,21,21,20,41
445,cnt1204,Queens County,1999,All Ages,341,207,101,94,179,49,20,112,69,156,1328,6,3,6,5,6,4,2,6,1,4,8,7,58,67,60,127
446,cnt1204,Queens County,2000,00-19,,13,4,1,30,11,9,11,4,,83,0,0,1,0,0,0,0,2,1,0,2,0,6,8,10,18
447,cnt1204,Queens County,2000,20-39,8,17,17,7,11,11,2,18,13,2,106,2,0,2,1,2,1,0,2,0,0,2,0,12,17,13,30
448,cnt1204,Queens County,2000,40-59,79,53,20,18,19,10,5,27,14,40,285,2,2,2,2,2,1,1,2,1,2,1,2,20,21,18,39
449,cnt1204,Queens County,2000,60 plus,210,90,38,56,98,28,15,73,38,102,748,2,2,2,2,2,1,1,2,1,2,2,2,21,20,19,39
450,cnt1204,Queens County,2000,All Ages,297,173,79,82,158,60,31,129,69,144,1222,6,4,7,5,6,3,2,8,3,4,7,4,59,66,60,126
451,cnt1216,Richmond County,1995,00-19,,24,3,5,31,1,3,6,6,,79,0,0,1,2,2,1,0,1,0,1,3,0,11,16,19,35
452,cnt1216,Richmond County,1995,20-39,7,36,13,11,9,1,,15,24,7,123,2,0,3,3,4,1,0,3,0,0,2,3,21,28,19,47
453,cnt1216,Richmond County,1995,40-59,54,44,21,19,16,5,3,19,19,24,224,5,3,5,4,1,2,1,4,0,2,2,6,35,38,39,77
454,cnt1216,Richmond County,1995,60 plus,187,83,45,27,87,11,10,31,16,73,570,6,5,5,5,5,2,3,5,0,6,6,6,54,47,53,100
455,cnt1216,Richmond County,1995,All Ages,248,187,82,62,143,18,16,71,65,104,996,13,8,14,14,12,6,4,13,0,9,13,15,121,129,130,259
456,cnt1216,Richmond County,1996,00-19,2,22,4,7,23,,4,14,8,,84,2,0,2,1,0,1,0,1,0,2,1,0,10,17,17,34
457,cnt1216,Richmond County,1996,20-39,6,30,23,14,7,1,6,11,24,7,129,4,0,2,3,2,3,1,2,0,0,1,2,20,30,21,51
458,cnt1216,Richmond County,1996,40-59,29,37,17,24,16,4,1,9,20,27,184,3,2,2,4,2,3,0,2,0,0,3,5,26,33,23,56
459,cnt1216,Richmond County,1996,60 plus,151,79,50,37,92,13,9,38,15,78,562,6,5,5,5,4,3,3,5,0,5,6,6,53,48,50,98
460,cnt1216,Richmond County,1996,All Ages,188,168,94,82,138,18,20,72,67,112,959,15,7,11,13,8,10,4,10,0,7,11,13,109,128,111,239
461,cnt1216,Richmond County,1997,00-19,2,16,5,3,21,1,3,18,9,,78,1,0,2,2,0,0,1,2,0,0,3,0,11,18,17,35
462,cnt1216,Richmond County,1997,20-39,8,25,16,6,5,,2,12,16,5,95,3,0,3,2,2,3,0,3,0,0,1,2,19,27,18,45
463,cnt1216,Richmond County,1997,40-59,55,32,20,11,13,5,2,13,20,32,203,5,1,3,4,2,3,1,3,0,2,2,6,32,36,27,63
464,cnt1216,Richmond County,1997,60 plus,160,77,41,27,95,10,8,40,14,78,550,6,5,4,4,5,3,3,5,0,6,6,6,53,48,48,96
465,cnt1216,Richmond County,1997,All Ages,225,150,82,47,134,16,15,83,59,115,926,15,6,12,12,9,9,5,13,0,8,12,14,115,129,110,239
466,cnt1216,Richmond County,1998,00-19,1,13,6,1,22,3,4,8,14,,72,1,0,2,1,0,1,1,2,0,1,4,0,13,16,17,33
467,cnt1216,Richmond County,1998,20-39,4,20,16,5,11,1,1,11,10,7,86,1,1,1,2,0,3,2,2,0,0,2,2,16,25,15,40
468,cnt1216,Richmond County,1998,40-59,36,50,14,12,23,5,3,14,19,35,211,6,1,3,5,2,3,1,2,0,1,4,6,34,40,32,72
469,cnt1216,Richmond County,1998,60 plus,139,66,37,21,68,21,3,32,19,73,479,6,6,4,2,5,2,2,6,0,6,6,6,51,46,45,91
470,cnt1216,Richmond County,1998,All Ages,180,149,73,39,124,30,11,65,62,115,848,14,8,10,10,7,9,6,12,0,8,16,14,114,127,109,236
471,cnt1216,Richmond County,1999,00-19,,9,2,3,18,3,4,15,6,,60,0,0,0,1,0,1,0,1,0,0,2,0,5,12,16,28
472,cnt1216,Richmond County,1999,20-39,4,22,12,4,10,,1,10,20,4,87,2,0,2,5,3,2,0,1,0,0,0,0,15,23,14,37
473,cnt1216,Richmond County,1999,40-59,35,44,18,11,11,2,1,17,12,37,188,4,2,4,4,3,3,1,3,0,2,2,6,34,38,29,67
474,cnt1216,Richmond County,1999,60 plus,118,51,39,26,73,10,3,27,13,79,439,6,6,3,6,3,2,3,4,0,6,6,6,51,45,48,93
475,cnt1216,Richmond County,1999,All Ages,157,126,71,44,112,15,9,69,51,120,774,12,8,9,16,9,8,4,9,0,8,10,12,105,118,107,225
476,cnt1216,Richmond County,2000,00-19,,11,,2,25,1,3,14,3,,59,0,0,3,0,0,0,0,0,0,1,2,0,6,14,15,29
477,cnt1216,Richmond County,2000,20-39,3,26,12,3,11,2,,6,18,5,86,3,0,1,4,2,3,0,2,0,0,2,1,18,25,16,41
478,cnt1216,Richmond County,2000,40-59,32,29,17,18,11,1,1,15,14,24,162,4,1,3,4,2,3,1,2,0,0,3,5,28,31,28,59
479,cnt1216,Richmond County,2000,60 plus,143,57,37,34,65,11,3,37,19,90,496,6,5,4,5,5,1,3,6,0,6,5,6,52,45,50,95
480,cnt1216,Richmond County,2000,All Ages,178,123,66,57,112,15,7,72,54,119,803,13,6,11,13,9,7,4,10,0,7,12,12,104,115,109,224
481,cnt1201,Shelburne County,1995,00-19,2,36,4,6,78,3,11,21,19,,180,2,0,2,0,1,1,1,0,0,1,2,0,10,21,21,42
482,cnt1201,Shelburne County,1995,20-39,9,36,37,22,30,11,6,31,41,10,233,2,0,3,4,1,3,1,4,0,0,3,3,24,38,29,67
483,cnt1201,Shelburne County,1995,40-59,83,57,39,21,22,17,4,30,62,51,386,6,2,5,5,5,3,2,5,0,2,3,5,43,42,44,86
484,cnt1201,Shelburne County,1995,60 plus,275,95,95,66,95,26,7,77,48,110,894,6,6,5,5,4,3,3,5,0,4,5,6,52,48,50,98
485,cnt1201,Shelburne County,1995,All Ages,369,224,175,115,225,57,28,159,170,171,1693,16,8,15,14,11,10,7,14,0,7,13,14,129,149,144,293
486,cnt1201,Shelburne County,1996,00-19,7,24,6,3,52,6,8,22,18,1,147,2,0,2,1,1,1,1,2,0,0,2,0,12,24,22,46
487,cnt1201,Shelburne County,1996,20-39,12,31,32,19,22,6,2,19,38,16,197,2,0,3,3,2,2,0,3,0,1,3,3,22,36,26,62
488,cnt1201,Shelburne County,1996,40-59,96,62,38,21,31,11,3,28,37,52,379,6,4,3,5,6,3,1,5,0,2,6,5,46,48,44,92
489,cnt1201,Shelburne County,1996,60 plus,288,110,53,49,97,13,6,55,52,107,830,6,5,6,5,6,2,3,6,1,5,5,6,56,49,52,101
490,cnt1201,Shelburne County,1996,All Ages,403,227,129,92,202,36,19,124,145,176,1553,16,9,14,14,15,8,5,16,1,8,16,14,136,157,144,301
491,cnt1201,Shelburne County,1997,00-19,3,21,12,6,64,4,6,17,23,4,160,2,0,1,0,2,2,1,5,0,1,2,2,18,26,27,53
492,cnt1201,Shelburne County,1997,20-39,7,38,30,11,21,7,3,23,36,2,178,3,0,2,5,0,3,0,5,0,0,3,0,21,28,25,53
493,cnt1201,Shelburne County,1997,40-59,63,65,49,23,18,8,,19,58,44,347,6,3,4,5,5,3,1,4,1,2,3,4,41,38,39,77
494,cnt1201,Shelburne County,1997,60 plus,289,92,64,45,109,23,7,56,31,101,817,6,6,3,4,5,3,3,5,0,5,6,6,52,50,49,99
495,cnt1201,Shelburne County,1997,All Ages,362,216,155,85,212,42,16,115,148,151,1502,17,9,10,14,12,11,5,19,1,8,14,12,132,142,140,282
496,cnt1201,Shelburne County,1998,00-19,,30,8,6,66,6,6,22,11,,155,0,0,3,2,3,1,1,2,0,1,5,0,18,24,25,49
497,cnt1201,Shelburne County,1998,20-39,10,43,27,18,15,5,6,23,34,12,193,2,1,2,3,2,3,0,4,0,0,3,2,22,33,29,62
498,cnt1201,Shelburne County,1998,40-59,73,65,29,28,22,10,3,40,49,57,376,6,4,4,3,2,2,2,5,0,3,4,6,41,40,39,79
499,cnt1201,Shelburne County,1998,60 plus,254,107,75,42,139,27,7,68,35,89,843,6,5,4,5,5,2,3,6,0,5,6,6,53,46,51,97
500,cnt1201,Shelburne County,1998,All Ages,337,245,139,94,242,48,22,153,129,158,1567,14,10,13,13,12,8,6,17,0,9,18,14,134,143,144,287
501,cnt1201,Shelburne County,1999,00-19,4,40,8,3,53,4,9,24,5,,150,1,2,3,1,2,0,2,3,0,0,3,0,17,24,25,49
502,cnt1201,Shelburne County,1999,20-39,16,43,25,21,19,7,3,16,30,14,194,5,0,1,4,4,3,2,3,0,0,3,3,28,36,31,67
503,cnt1201,Shelburne County,1999,40-59,84,65,32,23,29,8,2,24,31,44,342,6,2,3,6,3,2,3,5,0,3,4,6,43,45,39,84
504,cnt1201,Shelburne County,1999,60 plus,248,108,62,56,104,25,5,65,31,114,818,6,6,4,5,5,3,3,6,0,5,6,6,55,51,49,100
505,cnt1201,Shelburne County,1999,All Ages,352,256,127,103,205,44,19,129,97,172,1504,18,10,11,16,14,8,10,17,0,8,16,15,143,156,144,300
506,cnt1201,Shelburne County,2000,00-19,1,22,6,5,40,7,1,16,13,1,112,1,0,3,0,1,2,0,2,0,2,3,1,15,23,18,41
507,cnt1201,Shelburne County,2000,20-39,7,53,22,10,13,2,2,15,18,10,152,2,0,3,2,4,3,0,2,0,0,1,2,19,30,24,54
508,cnt1201,Shelburne County,2000,40-59,56,55,24,16,23,12,8,32,41,56,323,6,3,5,6,4,2,0,5,0,4,5,4,44,42,43,85
509,cnt1201,Shelburne County,2000,60 plus,261,85,49,39,102,27,10,74,21,92,760,6,6,4,6,5,2,2,5,0,6,6,6,54,48,49,97
510,cnt1201,Shelburne County,2000,All Ages,325,215,101,70,178,48,21,137,93,159,1347,15,9,15,14,14,9,2,14,0,12,15,13,132,143,134,277
511,cnt1218,Victoria County,1995,00-19,1,34,9,3,65,5,8,28,6,3,162,1,0,3,0,2,2,1,1,1,1,3,1,16,21,18,39
512,cnt1218,Victoria County,1995,20-39,6,62,20,10,28,7,3,30,29,13,208,2,0,4,3,3,2,1,3,0,0,3,2,23,29,23,52
513,cnt1218,Victoria County,1995,40-59,63,83,27,35,37,12,3,19,42,42,363,4,3,4,4,3,2,1,3,1,2,4,4,35,36,33,69
514,cnt1218,Victoria County,1995,60 plus,200,116,40,75,129,24,9,52,44,81,770,4,4,4,4,4,1,2,4,1,4,4,4,40,38,37,75
515,cnt1218,Victoria County,1995,All Ages,270,295,96,123,259,48,23,129,121,139,1503,11,7,15,11,12,7,5,11,3,7,14,11,114,124,111,235
516,cnt1218,Victoria County,1996,00-19,2,47,6,9,62,11,10,23,15,,185,1,1,0,0,3,1,1,1,0,3,3,0,14,21,20,41
517,cnt1218,Victoria County,1996,20-39,12,66,18,14,20,3,3,30,37,17,220,3,0,4,3,2,2,0,2,0,0,1,3,20,30,21,51
518,cnt1218,Victoria County,1996,40-59,61,86,24,25,29,7,2,16,37,40,327,4,2,4,4,3,2,2,4,0,3,3,4,35,34,32,66
519,cnt1218,Victoria County,1996,60 plus,213,127,55,49,112,17,8,53,19,72,725,4,4,4,4,4,2,2,4,1,4,4,4,41,37,39,76
520,cnt1218,Victoria County,1996,All Ages,288,326,103,97,223,38,23,122,108,129,1457,12,7,12,11,12,7,5,11,1,10,11,11,110,122,112,234
521,cnt1218,Victoria County,1997,00-19,4,33,11,8,42,4,8,34,12,3,159,2,0,1,1,3,1,1,3,1,2,3,0,18,25,21,46
522,cnt1218,Victoria County,1997,20-39,3,46,22,13,23,1,3,23,33,5,172,1,0,4,3,2,2,0,3,0,1,2,2,20,25,23,48
523,cnt1218,Victoria County,1997,40-59,63,86,37,28,21,14,5,32,75,26,387,4,2,4,3,4,2,1,4,1,3,4,3,35,39,28,67
524,cnt1218,Victoria County,1997,60 plus,221,159,68,46,141,25,7,62,30,74,833,4,4,4,4,4,2,2,4,1,4,4,4,41,38,38,76
525,cnt1218,Victoria County,1997,All Ages,291,324,138,95,227,44,23,151,150,108,1551,11,6,13,11,13,7,4,14,3,10,13,9,114,127,110,237
526,cnt1218,Victoria County,1998,00-19,1,29,10,4,46,3,12,14,16,4,139,1,0,1,2,3,1,1,3,0,0,1,3,16,19,22,41
527,cnt1218,Victoria County,1998,20-39,5,58,21,16,18,3,1,28,25,3,178,2,0,4,4,2,2,0,4,0,0,1,0,19,22,23,45
528,cnt1218,Victoria County,1998,40-59,88,85,32,25,24,7,3,26,43,35,368,4,3,4,4,3,2,1,4,0,2,3,4,34,34,26,60
